"geneId","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME","hgnc_symbol"
9966,"chr9",114745260,114745660,401,"*","Distal Intergenic",9,114784652,114806039,21388,2,"ENST00000374045.5",60379,"ENSG00000181634","TNFSF15","TNF superfamily member 15",NA
9978,"chr22",40982639,40983039,401,"*","Distal Intergenic",22,40966201,40972662,6462,1,"ENST00000467617.1",16438,"ENSG00000100387","RBX1","ring-box 1",NA
9978,"chr22",41014976,41015376,401,"*","Distal Intergenic",22,40966201,40972662,6462,1,"ENST00000467617.1",48775,"ENSG00000100387","RBX1","ring-box 1",NA
9980,"chr21",36282618,36283018,401,"*","Intron (ENST00000693273.1/9980, intron 29 of 33)",21,36246301,36261915,15615,1,"ENST00000463668.1",36317,"ENSG00000142197","DOP1B","DOP1 leucine zipper like protein B",NA
10004,"chr11",65061635,65062035,401,"*","Distal Intergenic",11,65044818,65058553,13736,2,"ENST00000358658.8",-3082,"ENSG00000168060","NAALADL1","N-acetylated alpha-linked acidic dipeptidase like 1",NA
10010,"chr2",161177905,161178305,401,"*","Promoter (1-2kb)",2,161179483,161231175,51693,1,"ENST00000468831.5",-1178,"ENSG00000136560","TANK","TRAF family member associated NFKB activator",NA
10090,"chr6",148649075,148649475,401,"*","Distal Intergenic",6,148747030,149076990,329961,1,"ENST00000367463.5",-97555,"ENSG00000111962","UST","uronyl 2-sulfotransferase",NA
10128,"chr2",43908890,43909290,401,"*","Intron (ENST00000682612.1/10128, intron 1 of 7)",2,43886224,43912558,26335,2,"ENST00000682612.1",3268,"ENSG00000138095","LRPPRC","leucine rich pentatricopeptide repeat containing",NA
10142,"chr7",92043567,92043967,401,"*","Promoter (2-3kb)",7,92040704,92043143,2440,1,"ENST00000484815.1",2863,"ENSG00000127914","AKAP9","A-kinase anchoring protein 9",NA
10151,"chr10",43808150,43808550,401,"*","Intron (ENST00000659335.1/105378275, intron 2 of 4)",10,43789249,43790387,1139,2,"ENST00000401429.1",-17763,NA,"HNRNPA3P1","heterogeneous nuclear ribonucleoprotein A3 pseudogene 1",NA
10154,"chr12",94208157,94208557,401,"*","Intron (ENST00000258526.9/10154, intron 4 of 30)",12,94226489,94227453,965,1,"ENST00000546659.1",-17932,"ENSG00000136040","PLXNC1","plexin C1",NA
10154,"chr12",94061795,94062195,401,"*","Distal Intergenic",12,94148577,94307675,159099,1,"ENST00000258526.9",-86382,"ENSG00000136040","PLXNC1","plexin C1",NA
10170,"chr2",169082964,169083364,401,"*","Promoter (1-2kb)",2,169081107,169096167,15061,1,"ENST00000412271.1",1857,"ENSG00000073737","DHRS9","dehydrogenase/reductase 9",NA
10203,"chr2",187354667,187355067,401,"*","Intron (ENST00000453517.5/105373786, intron 2 of 3)",2,187428337,187448146,19810,2,"ENST00000479784.1",93079,"ENSG00000064989","CALCRL","calcitonin receptor like receptor",NA
10215,"chr21",33007785,33008185,401,"*","Intron (ENST00000700822.1/54067, intron 3 of 3)",21,33025935,33027049,1115,1,"ENST00000430860.1",-17750,"ENSG00000205927","OLIG2","oligodendrocyte transcription factor 2",NA
10243,"chr14",66514900,66515300,401,"*","Intron (ENST00000315266.9/10243, intron 1 of 21)",14,66509059,66824554,315496,1,"ENST00000556020.1",5841,"ENSG00000171723","GPHN","gephyrin",NA
10250,"chr1",24659484,24659884,401,"*","Intron (ENST00000705662.1/10250, intron 9 of 17)",1,24655054,24660975,5922,1,"ENST00000488317.1",4430,"ENSG00000133226","SRRM1","serine and arginine repetitive matrix 1",NA
10253,"chr13",80571308,80571708,401,"*","Distal Intergenic",13,80335976,80341126,5151,2,"ENST00000377104.4",-230182,"ENSG00000136158","SPRY2","sprouty RTK signaling antagonist 2",NA
10253,"chr13",80339729,80340129,401,"*","Promoter (<=1kb)",13,80335976,80339659,3684,2,"ENST00000377102.5",-70,"ENSG00000136158","SPRY2","sprouty RTK signaling antagonist 2",NA
10283,"chr5",65048889,65049289,401,"*","Intron (ENST00000693303.1/10283, intron 12 of 12)",5,64970454,65018290,47837,1,"ENST00000685147.1",78435,"ENSG00000153015","CWC27","CWC27 spliceosome associated cyclophilin",NA
10301,"chr13",50091891,50092291,401,"*","Intron (ENST00000655550.1/10301, intron 1 of 1)",13,50082302,50105297,22996,1,"ENST00000659280.2",9589,"ENSG00000176124","DLEU1","deleted in lymphocytic leukemia 1",NA
10326,"chr20",1567904,1568304,401,"*","Intron (ENST00000566961.2/128646, intron 1 of 2)",20,1570517,1571912,1396,2,"ENST00000565076.1",3608,"ENSG00000101307","SIRPB1","signal regulatory protein beta 1",NA
10335,"chr11",10696443,10696843,401,"*","Promoter (2-3kb)",11,10573091,10693988,120898,2,"ENST00000547195.5",-2455,"ENSG00000072952","IRAG1","inositol 1,4,5-triphosphate receptor associated 1",NA
10349,"chr17",69207161,69207561,401,"*","Intron (ENST00000690296.1/10349, intron 9 of 38)",17,69214772,69222613,7842,2,"ENST00000524273.1",15052,"ENSG00000154263","ABCA10","ATP binding cassette subfamily A member 10",NA
10351,"chr17",68860872,68861272,401,"*","Distal Intergenic",17,68876314,68877646,1333,2,"ENST00000588458.1",16374,"ENSG00000141338","ABCA8","ATP binding cassette subfamily A member 8",NA
10404,"chr8",96874210,96874610,401,"*","Intron (ENST00000220763.10/10404, intron 3 of 7)",8,96761240,96785287,24048,1,"ENST00000521142.1",112970,"ENSG00000104324","CPQ","carboxypeptidase Q",NA
10449,"chr18",49734049,49734449,401,"*","Distal Intergenic",18,49783505,49786619,3115,2,"ENST00000591171.1",52170,"ENSG00000167315","ACAA2","acetyl-CoA acyltransferase 2",NA
10466,"chr7",107332881,107333281,401,"*","Intron (ENST00000297135.9/10466, intron 10 of 21)",7,107236655,107258620,21966,2,"ENST00000462342.1",-74261,"ENSG00000164597","COG5","component of oligomeric golgi complex 5",NA
10483,"chr20",18513182,18513582,401,"*","Promoter (2-3kb)",20,18510977,18515984,5008,1,"ENST00000494645.1",2205,"ENSG00000101310","SEC23B","SEC23 homolog B, COPII coat complex component",NA
10497,"chr9",35340969,35341369,401,"*","Promoter (<=1kb)",9,35341830,35405244,63415,1,"ENST00000637271.1",-461,"ENSG00000198722","UNC13B","unc-13 homolog B",NA
10570,"chr10",132226119,132226519,401,"*","Intron (ENST00000462160.5/282974, intron 4 of 12)",10,132203553,132204907,1355,1,"ENST00000471544.1",22566,"ENSG00000151640","DPYSL4","dihydropyrimidinase like 4",NA
10603,"chr7",102288563,102288963,401,"*","Promoter (1-2kb)",7,102286868,102321711,34844,1,"ENST00000444095.3",1695,"ENSG00000160999","SH2B2","SH2B adaptor protein 2",NA
10643,"chr7",23373478,23373878,401,"*","Intron (ENST00000258729.8/10643, intron 3 of 14)",7,23347663,23394677,47015,2,"ENST00000492771.5",20799,"ENSG00000136231","IGF2BP3","insulin like growth factor 2 mRNA binding protein 3",NA
10643,"chr7",23462887,23463287,401,"*","Intron (ENST00000258729.8/10643, intron 2 of 14)",7,23347631,23467926,120296,2,"ENST00000468263.5",4639,"ENSG00000136231","IGF2BP3","insulin like growth factor 2 mRNA binding protein 3",NA
10658,"chr11",47533728,47534128,401,"*","Intron (ENST00000310513.10/10658, intron 1 of 13)",11,47487184,47524781,37598,2,"ENST00000543178.5",-8947,"ENSG00000149187","CELF1","CUGBP Elav-like family member 1",NA
10695,"chr6",42923636,42924036,401,"*","Intron (ENST00000441198.4/171558, intron 3 of 4)",6,42929480,42939294,9815,1,"ENST00000372836.5",-5444,"ENSG00000137161","CNPY3","canopy FGF signaling regulator 3",NA
10803,"chr3",45865555,45865955,401,"*","Intron (ENST00000648206.1/124909374, intron 3 of 3)",3,45884425,45902880,18456,1,"ENST00000706789.1",-18470,"ENSG00000173585","CCR9","C-C motif chemokine receptor 9",NA
10867,"chr12",3205730,3206130,401,"*","Intron (ENST00000537971.5/10867, intron 2 of 7)",12,3201177,3282108,80932,1,"ENST00000407263.2",4553,"ENSG00000011105","TSPAN9","tetraspanin 9",NA
10920,"chr2",237162941,237163341,401,"*","Distal Intergenic",2,237096678,237098160,1483,1,"ENST00000465362.1",66263,"ENSG00000198612","COPS8","COP9 signalosome subunit 8",NA
10947,"chr8",42131179,42131579,401,"*","Distal Intergenic",8,42152946,42171182,18237,1,"ENST00000518421.5",-21367,"ENSG00000070718","AP3M2","adaptor related protein complex 3 subunit mu 2",NA
10970,"chr12",106195570,106195970,401,"*","Distal Intergenic",12,106237881,106248020,10140,2,"ENST00000378026.5",52050,"ENSG00000136026","CKAP4","cytoskeleton associated protein 4",NA
10973,"chr6",100806323,100806723,401,"*","Intron (ENST00000369162.7/10973, intron 4 of 41)",6,100848004,100881301,33298,2,"ENST00000468245.2",74578,"ENSG00000112249","ASCC3","activating signal cointegrator 1 complex subunit 3",NA
10979,"chr14",52844520,52844920,401,"*","Intron (ENST00000654071.1/105370500, intron 1 of 3)",14,52857272,52861303,4032,2,"ENST00000555546.5",16383,"ENSG00000073712","FERMT2","FERM domain containing kindlin 2",NA
10984,"chr11",2657326,2657726,401,"*","Exon (ENST00000597346.1/10984, exon 1 of 1)",11,2608328,2699994,91667,2,"ENST00000597346.1",42268,"ENSG00000269821","KCNQ1OT1","KCNQ1 opposite strand/antisense transcript 1",NA
11020,"chr22",36737600,36738000,401,"*","Distal Intergenic",22,36758211,36760907,2697,2,"ENST00000495987.5",22907,"ENSG00000100360","IFT27","intraflagellar transport 27",NA
11031,"chr18",9701849,9702249,401,"*","Distal Intergenic",18,9708275,9859469,151195,1,"ENST00000578734.5",-6026,"ENSG00000168461","RAB31","RAB31, member RAS oncogene family",NA
11055,"chr7",50121319,50121719,401,"*","Promoter (<=1kb)",7,50081774,50121329,39556,2,"ENST00000450231.1",0,"ENSG00000042813","ZPBP","zona pellucida binding protein",NA
11103,"chr12",75526898,75527298,401,"*","Distal Intergenic",12,75506520,75511636,5117,2,"ENST00000550898.1",-15262,"ENSG00000111615","KRR1","KRR1 small subunit processome component homolog",NA
11113,"chr12",119883218,119883618,401,"*","Distal Intergenic",12,119685791,119877320,191530,2,"ENST00000392521.7",-5898,"ENSG00000122966","CIT","citron rho-interacting serine/threonine kinase",NA
11137,"chr12",107662520,107662920,401,"*","Intron (ENST00000689535.1/ENST00000689535.1, intron 1 of 1)",12,107685799,107713162,27364,1,"ENST00000412830.8",-22879,"ENSG00000136045","PWP1","PWP1 homolog, endonuclein",NA
11144,"chr22",38567927,38568327,401,"*","Promoter (<=1kb)",22,38518949,38568409,49461,2,"ENST00000428462.6",82,"ENSG00000100206","DMC1","DNA meiotic recombinase 1",NA
11214,"chr15",85404117,85404517,401,"*","Intron (ENST00000559362.5/11214, intron 1 of 14)",15,85380756,85521508,140753,1,"ENST00000560256.1",23361,"ENSG00000170776","AKAP13","A-kinase anchoring protein 13",NA
11218,"chr1",111751922,111752322,401,"*","Promoter (2-3kb)",1,111754832,111768990,14159,1,"ENST00000679724.1",-2510,"ENSG00000064703","DDX20","DEAD-box helicase 20",NA
11231,"chr6",107895037,107895437,401,"*","Intron (ENST00000369002.9/11231, intron 14 of 20)",6,107893580,107902900,9321,2,"ENST00000466419.1",7463,"ENSG00000025796","SEC63","SEC63 homolog, protein translocation regulator",NA
11311,"chr1",150101615,150102015,401,"*","Intron (ENST00000643970.2/11311, intron 13 of 14)",1,150109175,150144925,35751,1,"ENST00000618148.1",-7160,"ENSG00000136631","VPS45","vacuolar protein sorting 45 homolog",NA
22796,"chr1",230643950,230644350,401,"*","Promoter (1-2kb)",1,230642811,230693981,51171,1,"ENST00000534989.1",1139,"ENSG00000135775","COG2","component of oligomeric golgi complex 2",NA
22848,"chr2",69547832,69548232,401,"*","Intron (ENST00000409085.9/22848, intron 3 of 21)",2,69531717,69544509,12793,2,"ENST00000470281.1",-3323,"ENSG00000115977","AAK1","AP2 associated kinase 1",NA
22848,"chr2",69695260,69695660,401,"*","Intron (ENST00000418066.2/307, intron 2 of 3)",2,69643085,69674349,31265,2,"ENST00000461002.1",-20911,"ENSG00000115977","AAK1","AP2 associated kinase 1",NA
22862,"chr13",49132400,49132800,401,"*","Intron (ENST00000492622.6/22862, intron 5 of 25)",13,49110313,49209593,99281,1,"ENST00000398316.7",22087,"ENSG00000102531","FNDC3A","fibronectin type III domain containing 3A",NA
22871,"chr3",173360521,173360921,401,"*","Distal Intergenic",3,173396284,173604637,208354,1,"ENST00000423427.1",-35363,"ENSG00000169760","NLGN1","neuroligin 1",NA
22883,"chr1",9759476,9759876,401,"*","Intron (ENST00000377298.9/22883, intron 2 of 18)",1,9729028,9751581,22554,2,"ENST00000435891.5",-7895,"ENSG00000171603","CLSTN1","calsyntenin 1",NA
22903,"chr20",12110794,12111194,401,"*","Distal Intergenic",20,11921566,11923130,1565,1,"ENST00000473180.1",189228,"ENSG00000132640","BTBD3","BTB domain containing 3",NA
22978,"chr10",103296000,103296400,401,"*","Distal Intergenic",10,103088164,103277605,189442,2,"ENST00000676449.1",-18395,"ENSG00000076685","NT5C2","5'-nucleotidase, cytosolic II",NA
23002,"chr14",59380711,59381111,401,"*","Distal Intergenic",14,59362261,59369753,7493,1,"ENST00000555651.1",18450,"ENSG00000100592","DAAM1","dishevelled associated activator of morphogenesis 1",NA
23022,"chr4",168496830,168497230,401,"*","Promoter (<=1kb)",4,168497052,168928441,431390,1,"ENST00000505667.6",0,"ENSG00000129116","PALLD","palladin, cytoskeletal associated protein",NA
23043,"chr3",171320688,171321088,401,"*","Intron (ENST00000436636.7/23043, intron 2 of 32)",3,171157551,171225711,68161,2,"ENST00000468757.1",-94977,"ENSG00000154310","TNIK","TRAF2 and NCK interacting kinase",NA
23063,"chr10",86449943,86450343,401,"*","Intron (ENST00000298767.10/23063, intron 15 of 18)",10,86435256,86444032,8777,2,"ENST00000484070.1",-5911,"ENSG00000062650","WAPL","WAPL cohesin release factor",NA
23078,"chr13",41694846,41695246,401,"*","Promoter (<=1kb)",13,41689433,41696119,6687,2,"ENST00000478987.1",873,"ENSG00000102763","VWA8","von Willebrand factor A domain containing 8",NA
23092,"chr5",142777895,142778295,401,"*","Intron (ENST00000645722.2/23092, intron 1 of 22)",5,142772717,142894335,121619,1,"ENST00000378013.2",5178,"ENSG00000145819","ARHGAP26","Rho GTPase activating protein 26",NA
23094,"chr19",38020197,38020597,401,"*","Intron (ENST00000222345.11/23094, intron 1 of 21)",19,38087756,38088851,1096,1,"ENST00000595982.1",-67159,"ENSG00000105738","SIPA1L3","signal induced proliferation associated 1 like 3",NA
23094,"chr19",37914877,37915277,401,"*","Intron (ENST00000222345.11/23094, intron 1 of 21)",19,37907245,37907974,730,1,"ENST00000599644.1",7632,"ENSG00000105738","SIPA1L3","signal induced proliferation associated 1 like 3",NA
23096,"chrX",53347961,53348361,401,"*","Distal Intergenic",23,53232876,53321350,88475,2,"ENST00000642864.1",-26611,"ENSG00000124313","IQSEC2","IQ motif and Sec7 domain ArfGEF 2",NA
23136,"chr18",5440313,5440713,401,"*","Intron (ENST00000544123.5/23136, intron 5 of 20)",18,5431212,5434121,2910,2,"ENST00000581757.1",-6192,"ENSG00000082397","EPB41L3","erythrocyte membrane protein band 4.1 like 3",NA
23137,"chr9",70340622,70341022,401,"*","Intron (ENST00000361138.7/23137, intron 17 of 24)",9,70346392,70352245,5854,1,"ENST00000471372.1",-5370,"ENSG00000198887","SMC5","structural maintenance of chromosomes 5",NA
23161,"chr7",17934816,17935216,401,"*","Intron (ENST00000428135.7/23161, intron 1 of 25)",7,17868282,17940431,72150,2,"ENST00000482558.5",5215,"ENSG00000071189","SNX13","sorting nexin 13",NA
23167,"chr8",131916542,131916942,401,"*","Intron (ENST00000254624.10/23167, intron 1 of 22)",8,131904109,131953836,49728,1,"ENST00000522709.5",12433,"ENSG00000132294","EFR3A","EFR3 homolog A",NA
23179,"chr1",183817247,183817647,401,"*","Intron (ENST00000304685.8/23179, intron 3 of 18)",1,183805120,183928532,123413,1,"ENST00000360851.4",12127,"ENSG00000143344","RGL1","ral guanine nucleotide dissociation stimulator like 1",NA
23180,"chr3",16398737,16399137,401,"*","Intron (ENST00000432519.5/23180, intron 3 of 8)",3,16316530,16370966,54437,2,"ENST00000483671.1",-27771,"ENSG00000131378","RFTN1","raftlin, lipid raft linker 1",NA
23195,"chr6",89794290,89794690,401,"*","Exon (ENST00000369393.8/23195, exon 3 of 102)",6,89753640,89819607,65968,2,"ENST00000700654.1",24917,"ENSG00000112159","MDN1","midasin AAA ATPase 1",NA
23195,"chr6",89735951,89736351,401,"*","Promoter (2-3kb)",6,89729707,89733409,3703,2,"ENST00000700653.1",-2542,"ENSG00000112159","MDN1","midasin AAA ATPase 1",NA
23198,"chr2",53945563,53945963,401,"*","Intron (ENST00000404125.6/23198, intron 3 of 46)",2,53932056,53933169,1114,2,"ENST00000475694.1",-12394,"ENSG00000068878","PSME4","proteasome activator subunit 4",NA
23216,"chr4",37989732,37990132,401,"*","Intron (ENST00000261439.9/23216, intron 2 of 19)",4,37977310,38090065,112756,1,"ENST00000446803.6",12422,"ENSG00000065882","TBC1D1","TBC1 domain family member 1",NA
23228,"chr3",16912412,16912812,401,"*","Intron (ENST00000460467.1/23228, intron 1 of 2)",3,16933090,17090593,157504,1,"ENST00000432376.5",-20278,"ENSG00000154822","PLCL2","phospholipase C like 2",NA
23243,"chr3",15682801,15683201,401,"*","Intron (ENST00000672892.2/686, intron 4 of 4)",3,15679301,15686453,7153,2,"ENST00000463533.1",3252,"ENSG00000206560","ANKRD28","ankyrin repeat domain 28",NA
23256,"chr14",30799926,30800326,401,"*","Intron (ENST00000554665.1/ENST00000554665.1, intron 1 of 2)",14,30734494,30735794,1301,1,"ENST00000553280.1",65432,"ENSG00000092108","SCFD1","sec1 family domain containing 1",NA
23281,"chr13",28894941,28895341,401,"*","Intron (ENST00000612955.6/23281, intron 2 of 15)",13,28820339,29505947,685609,1,"ENST00000612955.6",74602,"ENSG00000132938","MTUS2","microtubule associated scaffold protein 2",NA
23293,"chr17",2207733,2208133,401,"*","Intron (ENST00000263073.11/23293, intron 10 of 18)",17,2172712,2212737,40026,2,"ENST00000575176.5",4604,"ENSG00000070366","SMG6","SMG6 nonsense mediated mRNA decay factor",NA
23318,"chr1",52439981,52440381,401,"*","Promoter (2-3kb)",1,52431288,52437255,5968,2,"ENST00000470212.1",-2726,"ENSG00000134744","TUT4","terminal uridylyl transferase 4",NA
23328,"chr6",148579231,148579631,401,"*","Distal Intergenic",6,148527265,148532817,5553,1,"ENST00000635969.1",51966,"ENSG00000111961","SASH1","SAM and SH3 domain containing 1",NA
23359,"chr15",29465157,29465557,401,"*","Intron (ENST00000261275.5/23359, intron 1 of 10)",15,29196430,29452799,256370,2,"ENST00000560082.1",-12358,"ENSG00000104059","ENTREP2","endosomal transmembrane epsin interactor 2",NA
23366,"chr7",36344643,36345043,401,"*","Intron (ENST00000440378.6/23366, intron 2 of 6)",7,36324223,36366913,42691,2,"ENST00000338533.9",21870,"ENSG00000164542","MATCAP2","microtubule associated tyrosine carboxypeptidase 2",NA
23389,"chr12",116303924,116304324,401,"*","Distal Intergenic",12,115958576,116277693,319118,2,"ENST00000281928.9",-26231,"ENSG00000123066","MED13L","mediator complex subunit 13L",NA
23390,"chr12",76703650,76704050,401,"*","Distal Intergenic",12,76764103,76827016,62914,1,"ENST00000546778.5",-60053,"ENSG00000186908","ZDHHC17","zinc finger DHHC-type palmitoyltransferase 17",NA
23414,"chr8",104864500,104864900,401,"*","Intron (ENST00000521923.5/105375694, intron 4 of 4)",8,104703719,105419260,715542,1,"ENST00000518180.1",160781,"ENSG00000169946","ZFPM2","zinc finger protein, FOG family member 2",NA
23424,"chr9",97444271,97444671,401,"*","Intron (ENST00000355295.5/23424, intron 6 of 16)",9,97412096,97496125,84030,1,"ENST00000355295.5",32175,"ENSG00000196116","TDRD7","tudor domain containing 7",NA
23428,"chr14",23180109,23180509,401,"*","Intron (ENST00000316902.12/23428, intron 1 of 10)",14,23125302,23183641,58340,2,"ENST00000469263.5",3132,"ENSG00000092068","SLC7A8","solute carrier family 7 member 8",NA
23428,"chr14",23174234,23174634,401,"*","Intron (ENST00000316902.12/23428, intron 1 of 10)",14,23125302,23183641,58340,2,"ENST00000469263.5",9007,"ENSG00000092068","SLC7A8","solute carrier family 7 member 8",NA
23428,"chr14",23154444,23154844,401,"*","Promoter (<=1kb)",14,23125297,23154450,29154,2,"ENST00000422941.6",0,"ENSG00000092068","SLC7A8","solute carrier family 7 member 8",NA
23469,"chr6",63609260,63609660,401,"*","Distal Intergenic",6,63635802,63726011,90210,1,"ENST00000262043.8",-26142,"ENSG00000118482","PHF3","PHD finger protein 3",NA
23516,"chr8",22396660,22397060,401,"*","Promoter (1-2kb)",8,22398228,22408407,10180,1,"ENST00000519960.5",-1168,"ENSG00000104635","SLC39A14","solute carrier family 39 member 14",NA
23522,"chr10",74799516,74799916,401,"*","Distal Intergenic",10,74824927,74842972,18046,1,"ENST00000648828.1",-25011,"ENSG00000156650","KAT6B","lysine acetyltransferase 6B",NA
23530,"chr5",43616567,43616967,401,"*","Intron (ENST00000512422.5/23530, intron 4 of 4)",5,43613091,43616034,2944,1,"ENST00000515208.1",3476,"ENSG00000112992","NNT","nicotinamide nucleotide transhydrogenase",NA
23552,"chr9",88015652,88016052,401,"*","Distal Intergenic",9,87966446,87974753,8308,2,"ENST00000375883.7",-40899,"ENSG00000156345","CDK20","cyclin dependent kinase 20",NA
23553,"chr7",123867257,123867657,401,"*","Intron (ENST00000489978.5/23553, intron 4 of 4)",7,123848134,123877185,29052,1,"ENST00000483878.1",19123,"ENSG00000106302","HYAL4","hyaluronidase 4",NA
23636,"chr19",49953895,49954295,401,"*","Intron (ENST00000451973.1/23636, intron 1 of 2)",19,49909501,49958391,48891,2,"ENST00000451973.1",4096,"ENSG00000213024","NUP62","nucleoporin 62",NA
23646,"chr19",40363836,40364236,401,"*","Promoter (1-2kb)",19,40365767,40380073,14307,1,"ENST00000700631.1",-1531,"ENSG00000105223","PLD3","phospholipase D family member 3",NA
23654,"chr22",50308866,50309266,401,"*","Promoter (1-2kb)",22,50274979,50307646,32668,2,"ENST00000359337.9",-1220,"ENSG00000196576","PLXNB2","plexin B2",NA
23670,"chr9",71763989,71764389,401,"*","Intron (ENST00000377044.9/23670, intron 1 of 23)",9,71683985,71768386,84402,2,"ENST00000377066.9",3997,"ENSG00000135048","CEMIP2","cell migration inducing hyaluronidase 2",NA
25769,"chr9",19748685,19749085,401,"*","Intron (ENST00000286344.4/25769, intron 2 of 9)",9,19507452,19788994,281543,2,"ENST00000286344.4",39909,"ENSG00000155886","SLC24A2","solute carrier family 24 member 2",NA
25780,"chr2",33444988,33445388,401,"*","Intron (ENST00000402538.7/25780, intron 1 of 18)",2,33436567,33516693,80127,1,"ENST00000479528.5",8421,"ENSG00000152689","RASGRP3","RAS guanyl releasing protein 3",NA
25797,"chr2",37366834,37367234,401,"*","Promoter (<=1kb)",2,37367123,37373030,5908,1,"ENST00000469098.1",0,"ENSG00000115828","QPCT","glutaminyl-peptide cyclotransferase",NA
25840,"chr12",50887206,50887606,401,"*","3' UTR",12,50923472,50932510,9039,1,"ENST00000548553.1",-35866,"ENSG00000185432","TMT1A","thiol methyltransferase 1A",NA
25861,"chr9",114484950,114485350,401,"*","Intron (ENST00000265134.10/25861, intron 1 of 11)",9,114402145,114478572,76428,2,"ENST00000674036.8",-6378,"ENSG00000095397","WHRN","whirlin",NA
25886,"chr3",52108224,52108624,401,"*","Intron (ENST00000296484.7/25886, intron 9 of 10)",3,52075454,52154404,78951,2,"ENST00000474012.1",45780,"ENSG00000164087","POC1A","POC1 centriolar protein A",NA
25909,"chr1",246821219,246821619,401,"*","Intron (ENST00000504864.7/ENST00000504864.7, intron 2 of 22)",1,246840962,246849849,8888,2,"ENST00000498601.1",28230,"ENSG00000153207","AHCTF1","AT-hook containing transcription factor 1",NA
25960,"chr8",37822363,37822763,401,"*","Intron (ENST00000428068.5/25960, intron 2 of 5)",8,37796906,37844896,47991,1,"ENST00000315215.11",25457,"ENSG00000020181","ADGRA2","adhesion G protein-coupled receptor A2",NA
26010,"chr2",200223478,200223878,401,"*","Distal Intergenic",2,200305881,200419333,113453,1,"ENST00000439084.5",-82003,"ENSG00000196141","SPATS2L","spermatogenesis associated serine rich 2 like",NA
26010,"chr2",200271368,200271768,401,"*","Distal Intergenic",2,200305881,200419333,113453,1,"ENST00000439084.5",-34113,"ENSG00000196141","SPATS2L","spermatogenesis associated serine rich 2 like",NA
26034,"chr6",154202310,154202710,401,"*","Intron (ENST00000524150.2/4988, intron 2 of 2)",6,154158924,154213330,54407,2,"ENST00000522590.1",10620,"ENSG00000074706","IPCEF1","interaction protein for cytohesin exchange factors 1",NA
26056,"chr2",73092198,73092598,401,"*","Promoter (2-3kb)",2,73073384,73089655,16272,2,"ENST00000493523.2",-2543,"ENSG00000135631","RAB11FIP5","RAB11 family interacting protein 5",NA
26074,"chr20",20232856,20233256,401,"*","Exon (ENST00000497372.1/105372554, exon 6 of 6)",20,20228246,20265616,37371,1,"ENST00000389656.4",4610,"ENSG00000089101","CFAP61","cilia and flagella associated protein 61",NA
26100,"chr7",5231782,5232182,401,"*","Promoter (2-3kb)",7,5229408,5231327,1920,1,"ENST00000479690.1",2374,"ENSG00000157954","WIPI2","WD repeat domain, phosphoinositide interacting 2",NA
26230,"chr6",155154044,155154444,401,"*","Intron (ENST00000461783.7/26230, intron 9 of 28)",6,155149121,155257190,108070,1,"ENST00000528391.6",4923,"ENSG00000146426","TIAM2","TIAM Rac1 associated GEF 2",NA
26280,"chrX",104697261,104697661,401,"*","Intron (ENST00000372582.6/26280, intron 2 of 10)",23,104566199,105767829,1201631,1,"ENST00000372582.6",131062,"ENSG00000189108","IL1RAPL2","interleukin 1 receptor accessory protein like 2",NA
26469,"chr2",130363629,130364029,401,"*","Intron (ENST00000347849.7/26469, intron 1 of 10)",2,130359177,130359661,485,1,"ENST00000460992.1",4452,"ENSG00000072135","PTPN18","protein tyrosine phosphatase non-receptor type 18",NA
26577,"chr3",142875293,142875693,401,"*","Intron (ENST00000295992.8/26577, intron 2 of 8)",3,142864110,142888745,24636,2,"ENST00000493733.1",13052,"ENSG00000163710","PCOLCE2","procollagen C-endopeptidase enhancer 2",NA
26578,"chr9",75471627,75472027,401,"*","Distal Intergenic",9,75088514,75147265,58752,1,"ENST00000346234.7",383113,"ENSG00000134996","OSTF1","osteoclast stimulating factor 1",NA
26595,"chr11",124359548,124359948,401,"*","Distal Intergenic",11,124382394,124384499,2106,2,"ENST00000641451.2",24551,"ENSG00000284680","OR8B2","olfactory receptor family 8 subfamily B member 2",NA
26609,"chrX",7800535,7800935,401,"*","Intron (ENST00000664306.2/412, intron 12 of 12)",23,7842262,7844143,1882,1,"ENST00000381059.7",-41327,"ENSG00000182583","VCX","variable charge X-linked",NA
26994,"chr1",51264526,51264926,401,"*","Exon (ENST00000422306.2/ENST00000422306.2, exon 2 of 2)",1,51269918,51271536,1619,1,"ENST00000486691.1",-4992,"ENSG00000123091","RNF11","ring finger protein 11",NA
27020,"chr15",73519382,73519782,401,"*","Intron (ENST00000560581.1/283677, intron 2 of 4)",15,73560934,73563492,2559,2,"ENST00000561898.1",43710,"ENSG00000156642","NPTN","neuroplastin",NA
27032,"chr3",130916732,130917132,401,"*","Intron (ENST00000505330.5/27032, intron 1 of 26)",3,130929998,130934681,4684,1,"ENST00000508297.2",-12866,"ENSG00000017260","ATP2C1","ATPase secretory pathway Ca2+ transporting 1",NA
27068,"chr4",105304902,105305302,401,"*","Distal Intergenic",4,105369565,105399636,30072,2,"ENST00000513605.5",94334,"ENSG00000138777","PPA2","inorganic pyrophosphatase 2",NA
